date,state,district,age_0_5,age_5_17,age_18_greater
2025-05-11,Madhya Pradesh,Rewa,184,27,0
2025-05-11,Madhya Pradesh,Sagar,233,11,0
2025-05-11,Madhya Pradesh,Satna,172,16,0
2025-05-11,Madhya Pradesh,Sehore,57,13,0
2025-05-11,Madhya Pradesh,Seoni,78,11,0
2025-05-11,Madhya Pradesh,Shahdol,79,12,0
2025-05-11,Madhya Pradesh,Shajapur,176,14,0
2025-05-11,Madhya Pradesh,Sheopur,34,22,0
2025-05-11,Madhya Pradesh,Shivpuri,92,36,0
2025-05-11,Madhya Pradesh,Sidhi,113,5,0
2025-05-11,Madhya Pradesh,Singrauli,100,13,0
2025-05-11,Madhya Pradesh,Tikamgarh,105,26,0
2025-05-11,Madhya Pradesh,Ujjain,276,31,0
2025-05-11,Madhya Pradesh,Umaria,104,11,7
2025-05-11,Madhya Pradesh,Vidisha,76,16,0
2025-05-11,Madhya Pradesh,West Nimar,12,4,0
2025-05-11,Maharashtra,Ahmadnagar,95,27,0
2025-05-11,Maharashtra,Ahmed Nagar,7,1,0
2025-05-11,Maharashtra,Akola,45,9,0
2025-05-11,Maharashtra,Amravati,67,11,0
2025-05-11,Maharashtra,Aurangabad,173,55,0
2025-05-11,Maharashtra,Beed,67,10,0
2025-05-11,Maharashtra,Bhandara,27,1,0
2025-05-11,Maharashtra,Bid,8,2,0
2025-05-11,Maharashtra,Buldana,16,1,0
2025-05-11,Maharashtra,Buldhana,52,4,0
2025-05-11,Maharashtra,Chandrapur,51,2,0
2025-05-11,Maharashtra,Chatrapati Sambhaji Nagar,1,3,0
2025-05-11,Maharashtra,Chhatrapati Sambhajinagar,9,6,0
2025-05-11,Maharashtra,Dharashiv,2,0,0
2025-05-11,Maharashtra,Dhule,47,27,0
2025-05-11,Maharashtra,Gadchiroli,22,2,0
2025-05-11,Maharashtra,Gondia,2,0,0
2025-05-11,Maharashtra,Gondiya,35,1,0
2025-05-11,Maharashtra,Hingoli,40,7,0
2025-05-11,Maharashtra,Jalgaon,82,8,0
2025-05-11,Maharashtra,Jalna,51,8,0
2025-05-11,Maharashtra,Kolhapur,103,11,0
2025-05-11,Maharashtra,Latur,64,16,0
2025-05-11,Maharashtra,Mumbai,149,33,2
2025-05-11,Maharashtra,Mumbai City,30,8,0
2025-05-11,Maharashtra,Mumbai Suburban,137,34,0
2025-05-11,Maharashtra,Mumbai( Sub Urban ),7,2,0
2025-05-11,Maharashtra,Nagpur,115,22,0
2025-05-11,Maharashtra,Nanded,66,13,2
2025-05-11,Maharashtra,Nandurbar,76,26,0
2025-05-11,Maharashtra,Nandurbar *,6,1,0
2025-05-11,Maharashtra,Nashik,167,42,1
2025-05-11,Maharashtra,Osmanabad,32,6,0
2025-05-11,Maharashtra,Palghar,119,35,0
2025-05-11,Maharashtra,Parbhani,54,5,0
2025-05-11,Maharashtra,Pune,345,100,1
2025-05-11,Maharashtra,Raigad,22,9,1
2025-05-11,Maharashtra,Raigarh,71,14,0
2025-05-11,Maharashtra,Ratnagiri,36,5,1
2025-05-11,Maharashtra,Sangli,53,7,0
2025-05-11,Maharashtra,Satara,56,5,0
2025-05-11,Maharashtra,Sindhudurg,28,2,0
2025-05-11,Maharashtra,Solapur,124,18,0
2025-05-11,Maharashtra,Thane,319,122,0
2025-05-11,Maharashtra,Wardha,21,0,0
2025-05-11,Maharashtra,Washim,30,1,0
2025-05-11,Maharashtra,Yavatmal,36,6,15
2025-05-11,Manipur,Bishnupur,7,16,0
2025-05-11,Manipur,Chandel,8,9,0
2025-05-11,Manipur,Churachandpur,16,29,0
2025-05-11,Manipur,Imphal East,18,10,0
2025-05-11,Manipur,Imphal West,22,16,0
2025-05-11,Manipur,Jiribam,3,5,0
2025-05-11,Manipur,Kakching,1,1,0
2025-05-11,Manipur,Senapati,9,9,0
2025-05-11,Manipur,Tamenglong,9,18,0
2025-05-11,Manipur,Thoubal,10,14,0
2025-05-11,Manipur,Ukhrul,9,10,0
2025-05-11,Meghalaya,East Garo Hills,6,17,32
2025-05-11,Meghalaya,East Jaintia Hills,1,15,10
2025-05-11,Meghalaya,East Khasi Hills,22,65,38
2025-05-11,Meghalaya,Eastern West Khasi Hills,0,1,0
2025-05-11,Meghalaya,North Garo Hills,3,8,1
2025-05-11,Meghalaya,Ri Bhoi,6,11,120
2025-05-11,Meghalaya,South Garo Hills,2,12,0
2025-05-11,Meghalaya,South West Garo Hills,12,7,0
2025-05-11,Meghalaya,South West Khasi Hills,17,15,4
2025-05-11,Meghalaya,West Garo Hills,32,39,10
2025-05-11,Meghalaya,West Jaintia Hills,8,16,0
2025-05-11,Meghalaya,West Khasi Hills,10,27,1
2025-05-11,Mizoram,Aizawl,19,5,0
2025-05-11,Mizoram,Champhai,3,2,0
2025-05-11,Mizoram,Kolasib,3,0,0
2025-05-11,Mizoram,Lawngtlai,11,2,0
2025-05-11,Mizoram,Lunglei,4,1,0
2025-05-11,Mizoram,Mamit,1,0,0
2025-05-11,Mizoram,Mammit,3,0,0
2025-05-11,Mizoram,Saiha,1,3,0
2025-05-11,Mizoram,Serchhip,1,0,0
2025-05-11,Nagaland,Dimapur,3,2,0
2025-05-11,Nagaland,Kiphire,2,11,0
2025-05-11,Nagaland,Kohima,5,3,0
2025-05-11,Nagaland,Longleng,0,2,0
2025-05-11,Nagaland,Mokokchung,0,2,0
2025-05-11,Nagaland,Mon,4,21,0
2025-05-11,Nagaland,Noklak,2,5,0
2025-05-11,Nagaland,Peren,1,1,0
2025-05-11,Nagaland,Phek,0,15,0
2025-05-11,Nagaland,Shamator,0,1,0
2025-05-11,Nagaland,Tuensang,16,11,0
2025-05-11,Nagaland,Wokha,1,3,0
2025-05-11,Nagaland,Zunheboto,2,11,0
2025-05-11,Odisha,ANUGUL,1,0,0
2025-05-11,Odisha,Angul,23,3,0
2025-05-11,Odisha,Anugul,0,1,0
2025-05-11,Odisha,Balangir,33,14,0
2025-05-11,Odisha,Baleshwar,5,4,0
2025-05-11,Odisha,Baleswar,53,20,0
2025-05-11,Odisha,Bargarh,41,7,0
2025-05-11,Odisha,Bhadrak,32,12,0
2025-05-11,Odisha,Boudh,7,2,0
2025-05-11,Odisha,Cuttack,43,6,0
2025-05-11,Odisha,Debagarh,6,0,0
2025-05-11,Odisha,Dhenkanal,9,5,0
2025-05-11,Odisha,Gajapati,22,5,0
2025-05-11,Odisha,Ganjam,67,9,0
2025-05-11,Odisha,JAJPUR,18,4,0
2025-05-11,Odisha,Jagatsinghapur,37,5,0
2025-05-11,Odisha,Jagatsinghpur,3,1,0
2025-05-11,Odisha,Jajapur,23,4,0
2025-05-11,Odisha,Jharsuguda,7,1,0
2025-05-11,Odisha,Kalahandi,31,8,0
2025-05-11,Odisha,Kandhamal,21,7,0
2025-05-11,Odisha,Kendrapara,34,4,0
2025-05-11,Odisha,Kendujhar,39,12,0
2025-05-11,Odisha,Khorda,30,10,0
2025-05-11,Odisha,Khordha,3,1,0
2025-05-11,Odisha,Koraput,44,16,0
2025-05-11,Odisha,Malkangiri,29,3,0
2025-05-11,Odisha,Mayurbhanj,75,31,0
2025-05-11,Odisha,Nabarangapur,40,22,1
2025-05-11,Odisha,Nayagarh,19,7,0
2025-05-11,Odisha,Nuapada,20,6,0
2025-05-11,Odisha,Puri,22,5,0
2025-05-11,Odisha,Rayagada,17,7,0
2025-05-11,Odisha,Sambalpur,24,4,0
2025-05-11,Odisha,Sonapur,17,5,0
2025-05-11,Odisha,Subarnapur,6,0,0
2025-05-11,Odisha,Sundargarh,7,0,0
2025-05-11,Odisha,Sundergarh,26,5,0
2025-05-11,Odisha,jajpur,1,0,0
2025-05-11,Orissa,Balangir,5,0,0
2025-05-11,Orissa,Baleshwar,4,0,0
2025-05-11,Orissa,Bhadrak,4,0,0
2025-05-11,Orissa,Cuttack,3,0,0
2025-05-11,Orissa,Gajapati,1,0,0
2025-05-11,Orissa,Ganjam,6,0,0
2025-05-11,Orissa,Jagatsinghapur,0,1,0
2025-05-11,Orissa,Jajapur,1,0,0
2025-05-11,Orissa,Kalahandi,1,0,0
2025-05-11,Orissa,Kendrapara,1,0,0
2025-05-11,Orissa,Kendrapara *,1,0,0
2025-05-11,Orissa,Khordha,3,1,0
2025-05-11,Orissa,Koraput,2,0,0
2025-05-11,Orissa,Nayagarh,1,0,0
2025-05-11,Orissa,Puri,1,0,0
2025-05-11,Orissa,Sundargarh,3,0,0
2025-05-11,Pondicherry,Karaikal,3,0,0
2025-05-11,Pondicherry,Pondicherry,22,1,0
2025-05-11,Pondicherry,Yanam,1,0,0
2025-05-11,Puducherry,Karaikal,10,0,0
2025-05-11,Puducherry,Pondicherry,1,0,0
2025-05-11,Puducherry,Puducherry,30,0,0
2025-05-11,Punjab,Amritsar,97,21,2
2025-05-11,Punjab,Barnala,18,2,0
2025-05-11,Punjab,Bathinda,43,4,0
2025-05-11,Punjab,Faridkot,24,2,0
2025-05-11,Punjab,Fatehgarh Sahib,13,2,1
2025-05-11,Punjab,Fazilka,27,5,0
2025-05-11,Punjab,Ferozepur,31,0,0
2025-05-11,Punjab,Firozpur,3,2,0
2025-05-11,Punjab,Gurdaspur,89,10,0
2025-05-11,Punjab,Hoshiarpur,70,5,0
2025-05-11,Punjab,Jalandhar,46,14,0
2025-05-11,Punjab,Kapurthala,24,2,1
2025-05-11,Punjab,Ludhiana,71,19,1
2025-05-11,Punjab,Malerkotla,10,3,0
2025-05-11,Punjab,Mansa,17,1,0
2025-05-11,Punjab,Moga,24,4,0
2025-05-11,Punjab,Muktsar,5,0,0
2025-05-11,Punjab,Nawanshahr,4,1,0
2025-05-11,Punjab,Pathankot,22,2,0
2025-05-11,Punjab,Patiala,25,3,0
2025-05-11,Punjab,Rupnagar,26,1,0
2025-05-11,Punjab,S.A.S Nagar(Mohali),5,2,0
2025-05-11,Punjab,SAS Nagar (Mohali),37,6,0
2025-05-11,Punjab,Sangrur,27,2,0
2025-05-11,Punjab,Shaheed Bhagat Singh Nagar,20,3,0
2025-05-11,Punjab,Sri Muktsar Sahib,27,1,0
2025-05-11,Punjab,Tarn Taran,57,6,0
2025-05-11,Rajasthan,Ajmer,130,26,0
2025-05-11,Rajasthan,Alwar,194,97,1
2025-05-11,Rajasthan,Banswara,86,57,0
2025-05-11,Rajasthan,Baran,69,31,0
2025-05-11,Rajasthan,Barmer,174,69,0
2025-05-11,Rajasthan,Bharatpur,163,76,1
2025-05-11,Rajasthan,Bhilwara,163,42,2
2025-05-11,Rajasthan,Bikaner,89,40,0
2025-05-11,Rajasthan,Bundi,58,25,0
2025-05-11,Rajasthan,Chittaurgarh,9,2,0
2025-05-11,Rajasthan,Chittorgarh,77,21,0
2025-05-11,Rajasthan,Churu,118,44,0
2025-05-11,Rajasthan,Dausa,102,31,0
2025-05-11,Rajasthan,Dhaulpur,3,1,0
2025-05-11,Rajasthan,Dholpur,106,32,0
2025-05-11,Rajasthan,Dungarpur,52,35,0
2025-05-11,Rajasthan,Ganganagar,61,14,0
2025-05-11,Rajasthan,Hanumangarh,65,20,2
2025-05-11,Rajasthan,Jaipur,444,107,1
2025-05-11,Rajasthan,Jaisalmer,31,9,0
2025-05-11,Rajasthan,Jalor,177,79,1
2025-05-11,Rajasthan,Jhalawar,128,30,0
2025-05-11,Rajasthan,Jhunjhunu,1,0,0
2025-05-11,Rajasthan,Jhunjhunun,109,30,0
2025-05-11,Rajasthan,Jodhpur,201,81,1
2025-05-11,Rajasthan,Karauli,144,46,0
2025-05-11,Rajasthan,Kota,102,32,0
2025-05-11,Rajasthan,Nagaur,177,51,0
2025-05-11,Rajasthan,Pali,146,50,0
2025-05-11,Rajasthan,Pratapgarh,54,26,0
2025-05-11,Rajasthan,Rajsamand,55,17,0
2025-05-11,Rajasthan,Sawai Madhopur,83,33,1
2025-05-11,Rajasthan,Sikar,126,37,0
2025-05-11,Rajasthan,Sirohi,58,36,0
2025-05-11,Rajasthan,Tonk,93,35,0
2025-05-11,Rajasthan,Udaipur,180,101,0
2025-05-11,Sikkim,East,9,6,0
2025-05-11,Sikkim,East Sikkim,2,4,0
2025-05-11,Sikkim,Mangan,0,1,0
2025-05-11,Sikkim,North,3,1,0
2025-05-11,Sikkim,North Sikkim,1,0,0
2025-05-11,Sikkim,South,3,0,0
2025-05-11,Sikkim,South Sikkim,2,3,0
2025-05-11,Sikkim,West,2,2,0
2025-05-11,Sikkim,West Sikkim,3,0,0
2025-05-11,Tamil Nadu,Ariyalur,44,11,0
2025-05-11,Tamil Nadu,Chengalpattu,11,4,0
2025-05-11,Tamil Nadu,Chennai,133,35,1
2025-05-11,Tamil Nadu,Coimbatore,119,34,0
2025-05-11,Tamil Nadu,Cuddalore,143,26,0
2025-05-11,Tamil Nadu,Dharmapuri,98,20,0
2025-05-11,Tamil Nadu,Dindigul,100,27,0
2025-05-11,Tamil Nadu,Erode,74,20,0
2025-05-11,Tamil Nadu,Kallakurichi,26,3,0
2025-05-11,Tamil Nadu,Kancheepuram,148,77,0
2025-05-11,Tamil Nadu,Kanniyakumari,29,1,0
2025-05-11,Tamil Nadu,Kanyakumari,31,4,0
2025-05-11,Tamil Nadu,Karur,49,15,0
2025-05-11,Tamil Nadu,Krishnagiri,70,18,0
2025-05-11,Tamil Nadu,Madurai,157,29,0
2025-05-11,Tamil Nadu,Mayiladuthurai,4,1,0
2025-05-11,Tamil Nadu,Nagapattinam,56,9,0
2025-05-11,Tamil Nadu,Namakkal,49,20,0
2025-05-11,Tamil Nadu,Perambalur,35,3,0
2025-05-11,Tamil Nadu,Pudukkottai,80,40,0
2025-05-11,Tamil Nadu,Ramanathapuram,65,22,0
2025-05-11,Tamil Nadu,Salem,128,29,2
2025-05-11,Tamil Nadu,Sivaganga,76,22,0
2025-05-11,Tamil Nadu,Tenkasi,17,2,0
2025-05-11,Tamil Nadu,Thanjavur,94,21,0
2025-05-11,Tamil Nadu,The Nilgiris,22,5,0
2025-05-11,Tamil Nadu,Theni,41,11,0
2025-05-11,Tamil Nadu,Thiruvallur,4,4,0
2025-05-11,Tamil Nadu,Thiruvarur,49,24,0
2025-05-11,Tamil Nadu,Thoothukkudi,86,14,0
2025-05-11,Tamil Nadu,Tiruchirappalli,108,37,0
2025-05-11,Tamil Nadu,Tirunelveli,107,27,0
2025-05-11,Tamil Nadu,Tirupattur,10,3,0
2025-05-11,Tamil Nadu,Tiruppur,94,28,0
2025-05-11,Tamil Nadu,Tiruvallur,149,78,0
2025-05-11,Tamil Nadu,Tiruvannamalai,143,15,0
2025-05-11,Tamil Nadu,Vellore,131,29,0
2025-05-11,Tamil Nadu,Villupuram,124,25,0
2025-05-11,Tamil Nadu,Viluppuram,97,17,0
2025-05-11,Tamil Nadu,Virudhunagar,90,14,0
2025-05-11,Telangana,Adilabad,30,7,0
2025-05-11,Telangana,Bhadradri Kothagudem,22,4,0
2025-05-11,Telangana,Hanumakonda,11,2,0
2025-05-11,Telangana,Hyderabad,190,62,4
2025-05-11,Telangana,Jagitial,10,1,0
2025-05-11,Telangana,Jangoan,4,3,0
2025-05-11,Telangana,Jayashankar Bhupalpally,7,1,0
2025-05-11,Telangana,Jogulamba Gadwal,15,6,0
2025-05-11,Telangana,K.v. Rangareddy,139,58,2
2025-05-11,Telangana,Kamareddy,21,3,0
2025-05-11,Telangana,Karimnagar,49,8,0
2025-05-11,Telangana,Khammam,24,18,0
2025-05-11,Telangana,Komaram Bheem,13,2,0
2025-05-11,Telangana,Mahabubabad,12,6,0
2025-05-11,Telangana,Mahabubnagar,73,30,0
2025-05-11,Telangana,Mancherial,6,3,0
2025-05-11,Telangana,Medak,47,19,0
2025-05-11,Telangana,Medchal-malkajgiri,18,10,2
2025-05-11,Telangana,Medchal−malkajgiri,1,0,0
2025-05-11,Telangana,Mulugu,4,3,0
2025-05-11,Telangana,Nagarkurnool,9,3,0
2025-05-11,Telangana,Nalgonda,51,17,0
2025-05-11,Telangana,Narayanpet,9,1,0
2025-05-11,Telangana,Nirmal,21,1,0
2025-05-11,Telangana,Nizamabad,61,7,0
2025-05-11,Telangana,Peddapalli,2,1,0
2025-05-11,Telangana,Rajanna Sircilla,4,1,0
2025-05-11,Telangana,Rangareddy,3,2,0
2025-05-11,Telangana,Sangareddy,20,4,0
2025-05-11,Telangana,Siddipet,21,1,0
2025-05-11,Telangana,Suryapet,12,6,0
2025-05-11,Telangana,Vikarabad,25,5,0
2025-05-11,Telangana,Wanaparthy,10,2,0
2025-05-11,Telangana,Warangal,36,5,0
2025-05-11,Telangana,Warangal Rural,8,1,0
2025-05-11,Telangana,Warangal Urban,6,0,0
2025-05-11,Telangana,Yadadri.,18,4,0
2025-05-11,Tripura,Dhalai,15,25,0
2025-05-11,Tripura,Gomati,8,3,0
2025-05-11,Tripura,Khowai,9,3,0
2025-05-11,Tripura,North Tripura,29,2,0
2025-05-11,Tripura,Sepahijala,25,10,0
2025-05-11,Tripura,South Tripura,28,16,0
2025-05-11,Tripura,Unakoti,11,6,0
2025-05-11,Tripura,West Tripura,63,29,0
2025-05-11,Uttar Pradesh,Agra,169,113,3
2025-05-11,Uttar Pradesh,Aligarh,123,102,2
2025-05-11,Uttar Pradesh,Allahabad,155,123,0
2025-05-11,Uttar Pradesh,Ambedkar Nagar,83,73,0
2025-05-11,Uttar Pradesh,Amethi,68,50,1
2025-05-11,Uttar Pradesh,Amroha,92,33,0
2025-05-11,Uttar Pradesh,Auraiya,39,14,0
2025-05-11,Uttar Pradesh,Ayodhya,13,4,0
2025-05-11,Uttar Pradesh,Azamgarh,90,172,0
2025-05-11,Uttar Pradesh,Baghpat,52,30,0
2025-05-11,Uttar Pradesh,Bahraich,116,137,18
2025-05-11,Uttar Pradesh,Ballia,83,111,1
2025-05-11,Uttar Pradesh,Balrampur,66,108,4
2025-05-11,Uttar Pradesh,Banda,75,60,2
2025-05-11,Uttar Pradesh,Bara Banki,94,50,0
2025-05-11,Uttar Pradesh,Barabanki,3,3,0
2025-05-11,Uttar Pradesh,Bareilly,190,88,3
2025-05-11,Uttar Pradesh,Basti,113,100,0
2025-05-11,Uttar Pradesh,Bhadohi,9,6,0
2025-05-11,Uttar Pradesh,Bijnor,220,56,0
2025-05-11,Uttar Pradesh,Budaun,131,88,1
2025-05-11,Uttar Pradesh,Bulandshahar,1,1,0
2025-05-11,Uttar Pradesh,Bulandshahr,150,87,0
2025-05-11,Uttar Pradesh,Chandauli,103,62,0
2025-05-11,Uttar Pradesh,Chitrakoot,63,43,0
2025-05-11,Uttar Pradesh,Deoria,110,89,1
2025-05-11,Uttar Pradesh,Etah,68,39,3
2025-05-11,Uttar Pradesh,Etawah,84,40,0
2025-05-11,Uttar Pradesh,Faizabad,71,62,0
2025-05-11,Uttar Pradesh,Farrukhabad,89,53,0
2025-05-11,Uttar Pradesh,Fatehpur,79,48,1
2025-05-11,Uttar Pradesh,Firozabad,65,49,1
2025-05-11,Uttar Pradesh,Gautam Buddha Nagar,98,72,3
2025-05-11,Uttar Pradesh,Ghaziabad,173,95,2
2025-05-11,Uttar Pradesh,Ghazipur,89,127,2
2025-05-11,Uttar Pradesh,Gonda,119,103,0
2025-05-11,Uttar Pradesh,Gorakhpur,111,161,4
2025-05-11,Uttar Pradesh,Hamirpur,45,40,0
2025-05-11,Uttar Pradesh,Hapur,31,18,0
2025-05-11,Uttar Pradesh,Hardoi,136,116,4
2025-05-11,Uttar Pradesh,Hathras,63,41,0
2025-05-11,Uttar Pradesh,Jalaun,48,40,0
2025-05-11,Uttar Pradesh,Jaunpur,77,167,2
2025-05-11,Uttar Pradesh,Jhansi,95,38,0
2025-05-11,Uttar Pradesh,Jyotiba Phule Nagar,2,2,0
2025-05-11,Uttar Pradesh,Kannauj,59,59,0
2025-05-11,Uttar Pradesh,Kanpur Dehat,65,45,0
2025-05-11,Uttar Pradesh,Kanpur Nagar,127,133,2
2025-05-11,Uttar Pradesh,Kasganj,44,24,1
2025-05-11,Uttar Pradesh,Kaushambi,82,40,0
2025-05-11,Uttar Pradesh,Kheri,133,147,6
2025-05-11,Uttar Pradesh,Kushinagar,97,139,1
2025-05-11,Uttar Pradesh,Lalitpur,80,21,0
2025-05-11,Uttar Pradesh,Lucknow,142,118,2
2025-05-11,Uttar Pradesh,Maharajganj,80,105,1
2025-05-11,Uttar Pradesh,Mahoba,47,15,0
2025-05-11,Uttar Pradesh,Mahrajganj,1,0,0
2025-05-11,Uttar Pradesh,Mainpuri,61,67,1
2025-05-11,Uttar Pradesh,Mathura,110,86,0
2025-05-11,Uttar Pradesh,Mau,43,103,1
2025-05-11,Uttar Pradesh,Meerut,169,106,0
2025-05-11,Uttar Pradesh,Mirzapur,79,78,0
2025-05-11,Uttar Pradesh,Moradabad,228,63,1
2025-05-11,Uttar Pradesh,Muzaffarnagar,154,79,1
2025-05-11,Uttar Pradesh,Pilibhit,75,34,2
2025-05-11,Uttar Pradesh,Pratapgarh,118,67,0
2025-05-11,Uttar Pradesh,Prayagraj,20,12,0
2025-05-11,Uttar Pradesh,Rae Bareli,164,80,0
2025-05-11,Uttar Pradesh,Rampur,129,44,3
2025-05-11,Uttar Pradesh,Saharanpur,189,56,1
2025-05-11,Uttar Pradesh,Sambhal,96,47,1
2025-05-11,Uttar Pradesh,Sant Kabir Nagar,56,72,0
2025-05-11,Uttar Pradesh,Sant Ravidas Nagar,40,39,1
2025-05-11,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2,1,0
2025-05-11,Uttar Pradesh,Shahjahanpur,162,85,6
2025-05-11,Uttar Pradesh,Shamli,107,51,1
2025-05-11,Uttar Pradesh,Shrawasti,25,44,3
2025-05-11,Uttar Pradesh,Siddharthnagar,58,119,7
2025-05-11,Uttar Pradesh,Sitapur,141,75,1
2025-05-11,Uttar Pradesh,Sonbhadra,74,28,0
2025-05-11,Uttar Pradesh,Sultanpur,76,66,0
2025-05-11,Uttar Pradesh,Unnao,301,48,1
2025-05-11,Uttar Pradesh,Varanasi,88,100,1
2025-05-11,Uttarakhand,Almora,17,1,0
2025-05-11,Uttarakhand,Bageshwar,16,0,0
2025-05-11,Uttarakhand,Chamoli,16,1,0
2025-05-11,Uttarakhand,Champawat,5,0,0
2025-05-11,Uttarakhand,Dehradun,98,11,0
2025-05-11,Uttarakhand,Garhwal,1,0,0
2025-05-11,Uttarakhand,Hardwar,3,0,0
2025-05-11,Uttarakhand,Haridwar,93,15,0
2025-05-11,Uttarakhand,Nainital,38,7,0
2025-05-11,Uttarakhand,Pauri Garhwal,12,0,0
2025-05-11,Uttarakhand,Pithoragarh,15,1,0
2025-05-11,Uttarakhand,Rudraprayag,10,1,0
2025-05-11,Uttarakhand,Tehri Garhwal,55,7,0
2025-05-11,Uttarakhand,Udham Singh Nagar,83,22,0
2025-05-11,Uttarakhand,Uttarkashi,26,3,0
2025-05-11,West Bengal,Alipurduar,11,5,0
2025-05-11,West Bengal,Bankura,219,51,0
2025-05-11,West Bengal,Barddhaman,201,53,0
2025-05-11,West Bengal,Bardhaman,19,7,0
2025-05-11,West Bengal,Birbhum,249,44,0
2025-05-11,West Bengal,Cooch Behar,115,39,1
2025-05-11,West Bengal,Dakshin Dinajpur,104,18,0
2025-05-11,West Bengal,Darjeeling,50,18,0
2025-05-11,West Bengal,Darjiling,9,3,0
2025-05-11,West Bengal,East Midnapore,35,2,0
2025-05-11,West Bengal,Haora,56,25,0
2025-05-11,West Bengal,Hooghly,180,57,1
2025-05-11,West Bengal,Howrah,230,68,0
2025-05-11,West Bengal,Hugli,4,0,0
2025-05-11,West Bengal,Jalpaiguri,90,54,3
2025-05-11,West Bengal,Jhargram,9,3,0
2025-05-11,West Bengal,Kalimpong,2,1,0
2025-05-11,West Bengal,Koch Bihar,61,17,0
2025-05-11,West Bengal,Kolkata,50,64,3
2025-05-11,West Bengal,MALDA,1,0,0
2025-05-11,West Bengal,Malda,201,70,0
2025-05-11,West Bengal,Maldah,20,14,0
2025-05-11,West Bengal,Medinipur,1,0,0
2025-05-11,West Bengal,Murshidabad,780,87,0
2025-05-11,West Bengal,Nadia,285,76,2
2025-05-11,West Bengal,North 24 Parganas,393,87,3
2025-05-11,West Bengal,North Dinajpur,5,0,0
2025-05-11,West Bengal,North Twenty Four Parganas,25,12,0
2025-05-11,West Bengal,Paschim Bardhaman,13,7,0
2025-05-11,West Bengal,Paschim Medinipur,280,60,0
2025-05-11,West Bengal,Purba Bardhaman,53,5,0
2025-05-11,West Bengal,Purba Medinipur,243,37,0
2025-05-11,West Bengal,Purulia,9,4,0
2025-05-11,West Bengal,Puruliya,243,61,0
2025-05-11,West Bengal,South 24 Parganas,560,177,0
2025-05-11,West Bengal,South Dinajpur,5,0,0
2025-05-11,West Bengal,South Twenty Four Parganas,72,23,0
2025-05-11,West Bengal,Uttar Dinajpur,332,160,1
2025-05-11,West Bengal,West Midnapore,29,7,0
2025-06-09,Andhra Pradesh,Adilabad,27,2,0
2025-06-09,Andhra Pradesh,Alluri Sitharama Raju,10,4,1
2025-06-09,Andhra Pradesh,Anakapalli,9,0,0
2025-06-09,Andhra Pradesh,Anantapur,66,5,0
2025-06-09,Andhra Pradesh,Ananthapur,27,3,0
2025-06-09,Andhra Pradesh,Ananthapuramu,41,1,1
2025-06-09,Andhra Pradesh,Annamayya,11,1,1
2025-06-09,Andhra Pradesh,Bapatla,5,1,0
2025-06-09,Andhra Pradesh,Chittoor,128,10,0
2025-06-09,Andhra Pradesh,Cuddapah,99,9,0
2025-06-09,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,12,1,0
2025-06-09,Andhra Pradesh,East Godavari,106,10,0
2025-06-09,Andhra Pradesh,Eluru,9,2,0
2025-06-09,Andhra Pradesh,Guntur,126,24,1
2025-06-09,Andhra Pradesh,Hyderabad,16,5,0
2025-06-09,Andhra Pradesh,K.V.Rangareddy,2,0,0
2025-06-09,Andhra Pradesh,Kakinada,9,3,0
2025-06-09,Andhra Pradesh,Karim Nagar,2,0,0
2025-06-09,Andhra Pradesh,Karimnagar,11,0,0
2025-06-09,Andhra Pradesh,Khammam,16,5,0
2025-06-09,Andhra Pradesh,Krishna,99,8,2
2025-06-09,Andhra Pradesh,Kurnool,183,18,1
2025-06-09,Andhra Pradesh,Mahabub Nagar,19,11,0
2025-06-09,Andhra Pradesh,Mahbubnagar,14,7,0
2025-06-09,Andhra Pradesh,Medak,17,4,0
2025-06-09,Andhra Pradesh,N. T. R,11,0,2
2025-06-09,Andhra Pradesh,Nalgonda,17,2,0
2025-06-09,Andhra Pradesh,Nandyal,12,2,0
2025-06-09,Andhra Pradesh,Nellore,88,11,1
2025-06-09,Andhra Pradesh,Nizamabad,9,5,0
2025-06-09,Andhra Pradesh,Palnadu,10,1,1
2025-06-09,Andhra Pradesh,Parvathipuram Manyam,7,0,0
2025-06-09,Andhra Pradesh,Prakasam,120,24,1
2025-06-09,Andhra Pradesh,Rangareddi,9,5,0
2025-06-09,Andhra Pradesh,Sri Potti Sriramulu Nellore,9,14,5
2025-06-09,Andhra Pradesh,Sri Sathya Sai,12,0,0
2025-06-09,Andhra Pradesh,Srikakulam,70,1,0
2025-06-09,Andhra Pradesh,Tirupati,13,6,1
2025-06-09,Andhra Pradesh,Visakhapatnam,112,12,2
2025-06-09,Andhra Pradesh,Vizianagaram,60,3,0
2025-06-09,Andhra Pradesh,Warangal,12,1,0
2025-06-09,Andhra Pradesh,West Godavari,83,8,0
2025-06-09,Andhra Pradesh,Y. S. R,20,0,0
2025-06-09,Arunachal Pradesh,Changlang,18,15,0
2025-06-09,Arunachal Pradesh,East Kameng,2,3,0
2025-06-09,Arunachal Pradesh,East Siang,1,1,0
2025-06-09,Arunachal Pradesh,Longding,3,1,0
2025-06-09,Arunachal Pradesh,Lower Siang,1,0,0
2025-06-09,Arunachal Pradesh,Namsai,2,1,0
