date,state,district,bio_age_5_17,bio_age_17_plus
2025-06-12,Telangana,Rajanna Sircilla,56,10
2025-06-12,Telangana,Rangareddy,10,4
2025-06-12,Telangana,Sangareddy,165,38
2025-06-12,Telangana,Siddipet,108,56
2025-06-12,Telangana,Suryapet,55,39
2025-06-12,Telangana,Vikarabad,57,23
2025-06-12,Telangana,Wanaparthy,38,16
2025-06-12,Telangana,Warangal,305,190
2025-06-12,Telangana,Warangal (urban),0,1
2025-06-12,Telangana,Warangal Rural,32,11
2025-06-12,Telangana,Warangal Urban,36,14
2025-06-12,Telangana,Yadadri.,43,18
2025-06-12,Tripura,Dhalai,102,53
2025-06-12,Tripura,Dhalai  *,0,2
2025-06-12,Tripura,Gomati,37,11
2025-06-12,Tripura,Khowai,39,3
2025-06-12,Tripura,North Tripura,82,43
2025-06-12,Tripura,Sepahijala,65,22
2025-06-12,Tripura,South Tripura,67,144
2025-06-12,Tripura,Unakoti,20,11
2025-06-12,Tripura,West Tripura,232,241
2025-06-12,Uttar Pradesh,Agra,349,291
2025-06-12,Uttar Pradesh,Aligarh,327,152
2025-06-12,Uttar Pradesh,Allahabad,309,292
2025-06-12,Uttar Pradesh,Ambedkar Nagar,168,155
2025-06-12,Uttar Pradesh,Amethi,121,140
2025-06-12,Uttar Pradesh,Amroha,269,212
2025-06-12,Uttar Pradesh,Auraiya,125,101
2025-06-12,Uttar Pradesh,Ayodhya,15,11
2025-06-12,Uttar Pradesh,Azamgarh,324,360
2025-06-12,Uttar Pradesh,Baghpat,163,129
2025-06-12,Uttar Pradesh,Bagpat,0,1
2025-06-12,Uttar Pradesh,Bahraich,423,269
2025-06-12,Uttar Pradesh,Ballia,200,220
2025-06-12,Uttar Pradesh,Balrampur,275,219
2025-06-12,Uttar Pradesh,Banda,112,132
2025-06-12,Uttar Pradesh,Bara Banki,334,261
2025-06-12,Uttar Pradesh,Barabanki,4,26
2025-06-12,Uttar Pradesh,Bareilly,441,423
2025-06-12,Uttar Pradesh,Basti,250,188
2025-06-12,Uttar Pradesh,Bhadohi,11,7
2025-06-12,Uttar Pradesh,Bijnor,517,440
2025-06-12,Uttar Pradesh,Budaun,250,132
2025-06-12,Uttar Pradesh,Bulandshahar,0,2
2025-06-12,Uttar Pradesh,Bulandshahr,370,204
2025-06-12,Uttar Pradesh,Chandauli,118,136
2025-06-12,Uttar Pradesh,Chitrakoot,162,79
2025-06-12,Uttar Pradesh,Deoria,200,252
2025-06-12,Uttar Pradesh,Etah,129,100
2025-06-12,Uttar Pradesh,Etawah,122,118
2025-06-12,Uttar Pradesh,Faizabad,179,157
2025-06-12,Uttar Pradesh,Farrukhabad,187,113
2025-06-12,Uttar Pradesh,Fatehpur,195,201
2025-06-12,Uttar Pradesh,Firozabad,268,207
2025-06-12,Uttar Pradesh,Gautam Buddha Nagar,163,150
2025-06-12,Uttar Pradesh,Ghaziabad,258,256
2025-06-12,Uttar Pradesh,Ghazipur,226,225
2025-06-12,Uttar Pradesh,Gonda,348,252
2025-06-12,Uttar Pradesh,Gorakhpur,247,322
2025-06-12,Uttar Pradesh,Hamirpur,118,79
2025-06-12,Uttar Pradesh,Hapur,50,42
2025-06-12,Uttar Pradesh,Hardoi,453,276
2025-06-12,Uttar Pradesh,Hathras,212,106
2025-06-12,Uttar Pradesh,Jalaun,115,86
2025-06-12,Uttar Pradesh,Jaunpur,291,334
2025-06-12,Uttar Pradesh,Jhansi,248,236
2025-06-12,Uttar Pradesh,Jyotiba Phule Nagar,0,1
2025-06-12,Uttar Pradesh,Kannauj,151,118
2025-06-12,Uttar Pradesh,Kanpur Dehat,140,110
2025-06-12,Uttar Pradesh,Kanpur Nagar,273,343
2025-06-12,Uttar Pradesh,Kasganj,211,146
2025-06-12,Uttar Pradesh,Kaushambi,162,124
2025-06-12,Uttar Pradesh,Kheri,465,223
2025-06-12,Uttar Pradesh,Kushinagar,366,326
2025-06-12,Uttar Pradesh,Lalitpur,134,118
2025-06-12,Uttar Pradesh,Lucknow,453,408
2025-06-12,Uttar Pradesh,Maharajganj,223,211
2025-06-12,Uttar Pradesh,Mahoba,148,108
2025-06-12,Uttar Pradesh,Mainpuri,165,171
2025-06-12,Uttar Pradesh,Mathura,215,162
2025-06-12,Uttar Pradesh,Mau,133,251
2025-06-12,Uttar Pradesh,Meerut,170,117
2025-06-12,Uttar Pradesh,Mirzapur,270,153
2025-06-12,Uttar Pradesh,Moradabad,364,329
2025-06-12,Uttar Pradesh,Muzaffarnagar,232,237
2025-06-12,Uttar Pradesh,Pilibhit,226,152
2025-06-12,Uttar Pradesh,Pratapgarh,179,202
2025-06-12,Uttar Pradesh,Prayagraj,27,28
2025-06-12,Uttar Pradesh,Rae Bareli,212,189
2025-06-12,Uttar Pradesh,Raebareli,0,1
2025-06-12,Uttar Pradesh,Rampur,242,220
2025-06-12,Uttar Pradesh,Saharanpur,381,355
2025-06-12,Uttar Pradesh,Sambhal,262,113
2025-06-12,Uttar Pradesh,Sant Kabir Nagar,288,228
2025-06-12,Uttar Pradesh,Sant Ravidas Nagar,72,112
2025-06-12,Uttar Pradesh,Shahjahanpur,209,107
2025-06-12,Uttar Pradesh,Shamli,121,180
2025-06-12,Uttar Pradesh,Shrawasti,142,113
2025-06-12,Uttar Pradesh,Siddharthnagar,188,157
2025-06-12,Uttar Pradesh,Sitapur,468,311
2025-06-12,Uttar Pradesh,Sonbhadra,168,110
2025-06-12,Uttar Pradesh,Sultanpur,142,111
2025-06-12,Uttar Pradesh,Unnao,299,262
2025-06-12,Uttar Pradesh,Varanasi,304,409
2025-06-12,Uttarakhand,Almora,89,100
2025-06-12,Uttarakhand,Bageshwar,58,41
2025-06-12,Uttarakhand,Chamoli,62,53
2025-06-12,Uttarakhand,Champawat,78,43
2025-06-12,Uttarakhand,Dehradun,430,219
2025-06-12,Uttarakhand,Garhwal,0,3
2025-06-12,Uttarakhand,Hardwar,1,7
2025-06-12,Uttarakhand,Haridwar,1305,325
2025-06-12,Uttarakhand,Nainital,280,107
2025-06-12,Uttarakhand,Pauri Garhwal,141,56
2025-06-12,Uttarakhand,Pithoragarh,107,59
2025-06-12,Uttarakhand,Rudraprayag,57,44
2025-06-12,Uttarakhand,Tehri Garhwal,67,65
2025-06-12,Uttarakhand,Udham Singh Nagar,708,201
2025-06-12,Uttarakhand,Uttarkashi,67,45
2025-06-12,West Bengal,Alipurduar,17,7
2025-06-12,West Bengal,Bankura,141,169
2025-06-12,West Bengal,Barddhaman,230,366
2025-06-12,West Bengal,Bardhaman,5,45
2025-06-12,West Bengal,Birbhum,164,179
2025-06-12,West Bengal,Cooch Behar,52,38
2025-06-12,West Bengal,Dakshin Dinajpur,67,72
2025-06-12,West Bengal,Darjeeling,48,66
2025-06-12,West Bengal,Darjiling,0,4
2025-06-12,West Bengal,East Midnapore,13,43
2025-06-12,West Bengal,Haora,15,44
2025-06-12,West Bengal,Hooghly,145,226
2025-06-12,West Bengal,Howrah,72,93
2025-06-12,West Bengal,Hugli,1,1
2025-06-12,West Bengal,Jalpaiguri,70,101
2025-06-12,West Bengal,Jhargram,4,2
2025-06-12,West Bengal,Kalimpong,0,2
2025-06-12,West Bengal,Koch Bihar,7,17
2025-06-12,West Bengal,Kolkata,84,133
2025-06-12,West Bengal,MALDA,0,2
2025-06-12,West Bengal,Malda,85,116
2025-06-12,West Bengal,Maldah,17,40
2025-06-12,West Bengal,Medinipur,0,1
2025-06-12,West Bengal,Murshidabad,205,282
2025-06-12,West Bengal,Nadia,78,123
2025-06-12,West Bengal,North 24 Parganas,196,287
2025-06-12,West Bengal,North Dinajpur,1,9
2025-06-12,West Bengal,North Twenty Four Parganas,8,25
2025-06-12,West Bengal,Paschim Bardhaman,5,14
2025-06-12,West Bengal,Paschim Medinipur,137,169
2025-06-12,West Bengal,Purba Bardhaman,11,10
2025-06-12,West Bengal,Purba Medinipur,175,205
2025-06-12,West Bengal,Purulia,2,8
2025-06-12,West Bengal,Puruliya,84,93
2025-06-12,West Bengal,South 24 Parganas,234,244
2025-06-12,West Bengal,South Dinajpur,2,8
2025-06-12,West Bengal,South Twenty Four Parganas,23,83
2025-06-12,West Bengal,Uttar Dinajpur,77,126
2025-06-12,West Bengal,West Midnapore,12,68
2025-06-12,West bengal,hooghly,0,1
2025-07-09,Andhra Pradesh,Adilabad,0,1
2025-07-09,Andhra Pradesh,Alluri Sitharama Raju,0,1
2025-07-09,Andhra Pradesh,Anantapur,5,6
2025-07-09,Andhra Pradesh,Ananthapur,2,4
2025-07-09,Andhra Pradesh,Chittoor,5,7
2025-07-09,Andhra Pradesh,Cuddapah,4,1
2025-07-09,Andhra Pradesh,East Godavari,33,4
2025-07-09,Andhra Pradesh,Guntur,20,5
2025-07-09,Andhra Pradesh,Hyderabad,15,37
2025-07-09,Andhra Pradesh,Kakinada,3,1
2025-07-09,Andhra Pradesh,Karimnagar,0,1
2025-07-09,Andhra Pradesh,Khammam,0,4
2025-07-09,Andhra Pradesh,Krishna,26,14
2025-07-09,Andhra Pradesh,Kurnool,15,3
2025-07-09,Andhra Pradesh,Mahabub Nagar,0,1
2025-07-09,Andhra Pradesh,Mahbubnagar,0,1
2025-07-09,Andhra Pradesh,Medak,0,2
2025-07-09,Andhra Pradesh,N. T. R,6,4
2025-07-09,Andhra Pradesh,Nalgonda,0,1
2025-07-09,Andhra Pradesh,Nellore,3,5
2025-07-09,Andhra Pradesh,Nizamabad,0,1
2025-07-09,Andhra Pradesh,Prakasam,6,2
2025-07-09,Andhra Pradesh,Rangareddi,9,12
2025-07-09,Andhra Pradesh,Srikakulam,13,10
2025-07-09,Andhra Pradesh,Tirupati,2,2
2025-07-09,Andhra Pradesh,Visakhapatnam,60,70
2025-07-09,Andhra Pradesh,Vizianagaram,12,14
2025-07-09,Andhra Pradesh,Warangal,4,33
2025-07-09,Andhra Pradesh,West Godavari,4,0
2025-07-09,Arunachal Pradesh,Changlang,46,9
2025-07-09,Arunachal Pradesh,East Kameng,6,1
2025-07-09,Arunachal Pradesh,Kurung Kumey,0,1
2025-07-09,Arunachal Pradesh,Lower Subansiri,2,0
2025-07-09,Arunachal Pradesh,Namsai,0,2
2025-07-09,Arunachal Pradesh,Papum Pare,2,1
2025-07-09,Arunachal Pradesh,Tawang,0,1
2025-07-09,Arunachal Pradesh,Tirap,1,0
2025-07-09,Arunachal Pradesh,West Kameng,8,8
2025-07-09,Assam,Baksa,1,2
2025-07-09,Assam,Barpeta,11,4
2025-07-09,Assam,Biswanath,4,3
2025-07-09,Assam,Bongaigaon,20,8
2025-07-09,Assam,Cachar,50,38
2025-07-09,Assam,Charaideo,24,2
2025-07-09,Assam,Chirang,1,0
2025-07-09,Assam,Darrang,2,2
2025-07-09,Assam,Dhemaji,13,2
2025-07-09,Assam,Dhubri,11,4
2025-07-09,Assam,Dibrugarh,11,4
2025-07-09,Assam,Goalpara,1,2
2025-07-09,Assam,Golaghat,5,4
2025-07-09,Assam,Hailakandi,0,1
2025-07-09,Assam,Hojai,33,2
2025-07-09,Assam,Jorhat,10,2
2025-07-09,Assam,Kamrup,49,10
2025-07-09,Assam,Kamrup Metro,24,20
2025-07-09,Assam,Karbi Anglong,48,13
2025-07-09,Assam,Karimganj,0,4
2025-07-09,Assam,Kokrajhar,7,5
2025-07-09,Assam,Lakhimpur,41,24
2025-07-09,Assam,Marigaon,47,10
2025-07-09,Assam,Nagaon,47,47
2025-07-09,Assam,Nalbari,42,3
2025-07-09,Assam,North Cachar Hills,1,0
2025-07-09,Assam,Sibsagar,24,1
2025-07-09,Assam,Sonitpur,73,18
2025-07-09,Assam,Tinsukia,0,3
2025-07-09,Assam,Udalguri,2,0
2025-07-09,Assam,West Karbi Anglong,1,0
2025-07-09,Bihar,Araria,6,22
2025-07-09,Bihar,Arwal,5,10
2025-07-09,Bihar,Aurangabad,8,9
2025-07-09,Bihar,Banka,4,10
2025-07-09,Bihar,Begusarai,12,8
2025-07-09,Bihar,Bhagalpur,41,57
2025-07-09,Bihar,Bhojpur,9,19
2025-07-09,Bihar,Buxar,3,4
2025-07-09,Bihar,Darbhanga,52,42
2025-07-09,Bihar,East Champaran,15,15
2025-07-09,Bihar,Gaya,17,30
2025-07-09,Bihar,Gopalganj,27,29
2025-07-09,Bihar,Jamui,14,16
2025-07-09,Bihar,Jehanabad,10,9
2025-07-09,Bihar,Kaimur (Bhabua),17,17
2025-07-09,Bihar,Katihar,22,19
2025-07-09,Bihar,Khagaria,3,6
2025-07-09,Bihar,Kishanganj,2,17
2025-07-09,Bihar,Lakhisarai,6,6
2025-07-09,Bihar,Madhepura,5,17
2025-07-09,Bihar,Madhubani,49,48
2025-07-09,Bihar,Munger,6,6
2025-07-09,Bihar,Muzaffarpur,49,64
2025-07-09,Bihar,Nalanda,18,23
2025-07-09,Bihar,Nawada,21,21
2025-07-09,Bihar,Patna,60,74
2025-07-09,Bihar,Purnea,1,13
2025-07-09,Bihar,Purnia,27,57
2025-07-09,Bihar,Rohtas,18,22
2025-07-09,Bihar,Saharsa,8,40
2025-07-09,Bihar,Samastipur,34,50
2025-07-09,Bihar,Saran,24,43
2025-07-09,Bihar,Sheikhpura,9,12
2025-07-09,Bihar,Sheohar,2,2
2025-07-09,Bihar,Sitamarhi,32,52
2025-07-09,Bihar,Siwan,18,18
2025-07-09,Bihar,Supaul,6,10
2025-07-09,Bihar,Vaishali,22,31
2025-07-09,Bihar,West Champaran,9,22
2025-07-09,Chandigarh,Chandigarh,34,27
2025-07-09,Chhattisgarh,Balod,0,1
2025-07-09,Chhattisgarh,Baloda Bazar,8,24
2025-07-09,Chhattisgarh,Balrampur,19,22
2025-07-09,Chhattisgarh,Bastar,5,12
2025-07-09,Chhattisgarh,Bemetara,3,19
2025-07-09,Chhattisgarh,Bijapur,0,4
2025-07-09,Chhattisgarh,Bilaspur,24,83
2025-07-09,Chhattisgarh,Dakshin Bastar Dantewada,2,4
2025-07-09,Chhattisgarh,Dantewada,11,11
2025-07-09,Chhattisgarh,Dhamtari,0,5
2025-07-09,Chhattisgarh,Durg,2,5
2025-07-09,Chhattisgarh,Gariyaband,4,6
2025-07-09,Chhattisgarh,Gaurela-pendra-marwahi,1,0
2025-07-09,Chhattisgarh,Janjgir - Champa,0,1
2025-07-09,Chhattisgarh,Janjgir-champa,29,73
2025-07-09,Chhattisgarh,Jashpur,2,22
2025-07-09,Chhattisgarh,Kabeerdham,5,9
2025-07-09,Chhattisgarh,Kanker,0,1
2025-07-09,Chhattisgarh,Kawardha,14,21
2025-07-09,Chhattisgarh,Kondagaon,1,5
2025-07-09,Chhattisgarh,Korba,54,47
2025-07-09,Chhattisgarh,Koriya,0,2
2025-07-09,Chhattisgarh,Mahasamund,19,35
2025-07-09,Chhattisgarh,Mungeli,15,162
2025-07-09,Chhattisgarh,Raigarh,56,715
2025-07-09,Chhattisgarh,Raipur,24,55
2025-07-09,Chhattisgarh,Rajnandgaon,4,3
2025-07-09,Chhattisgarh,Sakti,0,2
2025-07-09,Chhattisgarh,Sarangarh-Bilaigarh,0,1
2025-07-09,Chhattisgarh,Sukma,0,1
2025-07-09,Chhattisgarh,Surajpur,3,1
2025-07-09,Chhattisgarh,Surguja,11,18
2025-07-09,Chhattisgarh,Uttar Bastar Kanker,0,3
2025-07-09,Dadra and Nagar Haveli,Dadra and Nagar Haveli,7,4
2025-07-09,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1,2
2025-07-09,Dadra and Nagar Haveli and Daman and Diu,Daman,1,0
2025-07-09,Daman and Diu,Daman,3,0
2025-07-09,Delhi,Central Delhi,33,43
2025-07-09,Delhi,East Delhi,139,122
2025-07-09,Delhi,New Delhi,0,1
2025-07-09,Delhi,North Delhi,43,70
2025-07-09,Delhi,North East,1,29
2025-07-09,Delhi,North East Delhi,73,30
2025-07-09,Delhi,North West Delhi,107,153
2025-07-09,Delhi,Shahdara,4,2
2025-07-09,Delhi,South Delhi,131,117
2025-07-09,Delhi,South West Delhi,70,64
2025-07-09,Delhi,West Delhi,60,70
2025-07-09,Goa,North Goa,0,1
2025-07-09,Goa,South Goa,2,7
2025-07-09,Gujarat,Ahmadabad,0,3
2025-07-09,Gujarat,Ahmedabad,25,27
2025-07-09,Gujarat,Amreli,1,10
2025-07-09,Gujarat,Banas Kantha,0,1
2025-07-09,Gujarat,Banaskantha,1,1
2025-07-09,Gujarat,Bharuch,6,11
2025-07-09,Gujarat,Bhavnagar,17,24
2025-07-09,Gujarat,Botad,0,3
2025-07-09,Gujarat,Chhotaudepur,2,3
2025-07-09,Gujarat,Dahod,1,0
2025-07-09,Gujarat,Devbhumi Dwarka,24,4
2025-07-09,Gujarat,Gir Somnath,3,6
2025-07-09,Gujarat,Jamnagar,7,18
2025-07-09,Gujarat,Junagadh,2,8
2025-07-09,Gujarat,Kachchh,4,5
2025-07-09,Gujarat,Kheda,1,1
2025-07-09,Gujarat,Mahesana,0,2
2025-07-09,Gujarat,Mahisagar,1,2
2025-07-09,Gujarat,Narmada,0,2
2025-07-09,Gujarat,Panchmahals,9,7
2025-07-09,Gujarat,Rajkot,3,2
2025-07-09,Gujarat,Sabarkantha,1,0
2025-07-09,Gujarat,Surat,96,94
2025-07-09,Gujarat,Surendra Nagar,0,3
2025-07-09,Gujarat,Tapi,0,1
2025-07-09,Gujarat,The Dangs,1,2
2025-07-09,Gujarat,Vadodara,35,74
2025-07-09,Gujarat,Valsad,7,5
2025-07-09,Haryana,Ambala,0,1
2025-07-09,Haryana,Bhiwani,3,4
2025-07-09,Haryana,Faridabad,35,34
2025-07-09,Haryana,Gurgaon,47,44
2025-07-09,Haryana,Hisar,14,18
2025-07-09,Haryana,Jhajjar,3,2
2025-07-09,Haryana,Jind,1,3
2025-07-09,Haryana,Kaithal,0,3
2025-07-09,Haryana,Karnal,12,14
2025-07-09,Haryana,Mahendragarh,13,11
2025-07-09,Haryana,Mewat,1,3
2025-07-09,Haryana,Palwal,0,1
2025-07-09,Haryana,Panchkula,2,5
2025-07-09,Haryana,Panipat,3,6
2025-07-09,Haryana,Rewari,5,3
2025-07-09,Haryana,Rohtak,15,4
2025-07-09,Haryana,Sirsa,18,10
2025-07-09,Haryana,Sonipat,6,6
2025-07-09,Haryana,Yamuna Nagar,1,0
2025-07-09,Haryana,Yamunanagar,0,1
2025-07-09,Himachal Pradesh,Bilaspur,1,3
2025-07-09,Himachal Pradesh,Chamba,2,0
2025-07-09,Himachal Pradesh,Kangra,4,2
2025-07-09,Himachal Pradesh,Mandi,6,15
2025-07-09,Himachal Pradesh,Shimla,3,18
2025-07-09,Himachal Pradesh,Sirmaur,3,1
2025-07-09,Himachal Pradesh,Solan,1,1
2025-07-09,Himachal Pradesh,Una,1,0
2025-07-09,Jammu and Kashmir,Badgam,1,0
2025-07-09,Jammu and Kashmir,Doda,5,5
2025-07-09,Jammu and Kashmir,Ganderbal,1,0
2025-07-09,Jammu and Kashmir,Jammu,25,35
2025-07-09,Jammu and Kashmir,Kargil,0,2
2025-07-09,Jammu and Kashmir,Kathua,5,4
2025-07-09,Jammu and Kashmir,Kishtwar,1,5
2025-07-09,Jammu and Kashmir,Kupwara,7,3
2025-07-09,Jammu and Kashmir,Leh,0,1
2025-07-09,Jammu and Kashmir,Punch,2,3
2025-07-09,Jammu and Kashmir,Rajouri,2,2
2025-07-09,Jammu and Kashmir,Ramban,0,1
2025-07-09,Jammu and Kashmir,Reasi,0,2
2025-07-09,Jammu and Kashmir,Samba,2,2
2025-07-09,Jammu and Kashmir,Srinagar,23,30
2025-07-09,Jharkhand,Bokaro,4,15
2025-07-09,Jharkhand,Chatra,8,16
2025-07-09,Jharkhand,Deoghar,2,11
2025-07-09,Jharkhand,Dhanbad,74,102
2025-07-09,Jharkhand,Dumka,13,16
2025-07-09,Jharkhand,East Singhbhum,52,97
2025-07-09,Jharkhand,Garhwa,15,18
2025-07-09,Jharkhand,Giridih,26,23
2025-07-09,Jharkhand,Godda,6,8
2025-07-09,Jharkhand,Gumla,8,8
2025-07-09,Jharkhand,Hazaribag,1,3
2025-07-09,Jharkhand,Hazaribagh,40,30
2025-07-09,Jharkhand,Jamtara,4,18
2025-07-09,Jharkhand,Khunti,13,45
2025-07-09,Jharkhand,Kodarma,1,1
2025-07-09,Jharkhand,Koderma,14,6
2025-07-09,Jharkhand,Latehar,2,4
2025-07-09,Jharkhand,Lohardaga,2,7
2025-07-09,Jharkhand,Pakaur,1,0
2025-07-09,Jharkhand,Pakur,4,2
2025-07-09,Jharkhand,Palamau,0,3
2025-07-09,Jharkhand,Palamu,10,16
2025-07-09,Jharkhand,Pashchimi Singhbhum,0,1
2025-07-09,Jharkhand,Purbi Singhbhum,6,36
2025-07-09,Jharkhand,Ramgarh,13,11
2025-07-09,Jharkhand,Ranchi,99,117
2025-07-09,Jharkhand,Sahebganj,8,2
2025-07-09,Jharkhand,Sahibganj,0,1
2025-07-09,Jharkhand,Seraikela-Kharsawan,15,19
2025-07-09,Jharkhand,Seraikela-kharsawan,1,14
2025-07-09,Jharkhand,Simdega,5,7
2025-07-09,Jharkhand,West Singhbhum,8,19
2025-07-09,Karnataka,Bagalkot,20,13
2025-07-09,Karnataka,Bagalkot *,2,0
2025-07-09,Karnataka,Ballari,7,1
2025-07-09,Karnataka,Bangalore,162,238
2025-07-09,Karnataka,Bangalore Rural,21,31
2025-07-09,Karnataka,Belagavi,60,26
2025-07-09,Karnataka,Belgaum,39,53
2025-07-09,Karnataka,Bellary,2,6
2025-07-09,Karnataka,Bengaluru,448,322
2025-07-09,Karnataka,Bidar,51,18
2025-07-09,Karnataka,Bijapur,10,14
2025-07-09,Karnataka,Chamarajanagar,0,1
2025-07-09,Karnataka,Chamarajanagar *,0,1
2025-07-09,Karnataka,Chamrajanagar,3,5
2025-07-09,Karnataka,Chamrajnagar,0,1
2025-07-09,Karnataka,Chickmagalur,2,3
2025-07-09,Karnataka,Chikkaballapur,24,19
2025-07-09,Karnataka,Chikkamagaluru,5,1
2025-07-09,Karnataka,Chikmagalur,1,0
2025-07-09,Karnataka,Chitradurga,6,5
2025-07-09,Karnataka,Dakshina Kannada,57,53
2025-07-09,Karnataka,Davanagere,2,20
2025-07-09,Karnataka,Davangere,55,66
2025-07-09,Karnataka,Dharwad,72,39
2025-07-09,Karnataka,Gadag,2,1
2025-07-09,Karnataka,Gulbarga,16,31
2025-07-09,Karnataka,Hasan,0,1
2025-07-09,Karnataka,Hassan,14,11
2025-07-09,Karnataka,Haveri,31,12
2025-07-09,Karnataka,Kalaburagi,43,20
2025-07-09,Karnataka,Kodagu,3,5
2025-07-09,Karnataka,Kolar,12,10
2025-07-09,Karnataka,Koppal,9,10
2025-07-09,Karnataka,Mandya,16,20
2025-07-09,Karnataka,Mysore,14,36
2025-07-09,Karnataka,Mysuru,48,25
2025-07-09,Karnataka,Raichur,47,31
2025-07-09,Karnataka,Ramanagar,15,12
2025-07-09,Karnataka,Shimoga,7,17
2025-07-09,Karnataka,Shivamogga,19,6
2025-07-09,Karnataka,Tumakuru,17,9
2025-07-09,Karnataka,Tumkur,6,20
2025-07-09,Karnataka,Udupi,2,5
2025-07-09,Karnataka,Uttara Kannada,7,7
2025-07-09,Karnataka,Vijayapura,7,8
2025-07-09,Karnataka,Yadgir,10,8
2025-07-09,Karnataka,yadgir,1,2
2025-07-09,Kerala,Alappuzha,3,4
2025-07-09,Kerala,Ernakulam,12,17
2025-07-09,Kerala,Kannur,1,2
2025-07-09,Kerala,Kasaragod,1,0
2025-07-09,Kerala,Kollam,1,1
2025-07-09,Kerala,Kottayam,5,2
2025-07-09,Kerala,Kozhikode,3,2
2025-07-09,Kerala,Palakkad,4,3
2025-07-09,Kerala,Pathanamthitta,1,3
2025-07-09,Kerala,Thrissur,2,5
2025-07-09,Ladakh,Kargil,2,1
2025-07-09,Ladakh,Leh,0,1
2025-07-09,Lakshadweep,Lakshadweep,7,1
2025-07-09,Madhya Pradesh,Ashok Nagar,10,14
2025-07-09,Madhya Pradesh,Balaghat,3,1
2025-07-09,Madhya Pradesh,Barwani,1,1
2025-07-09,Madhya Pradesh,Betul,1,1
2025-07-09,Madhya Pradesh,Bhind,6,10
2025-07-09,Madhya Pradesh,Bhopal,52,28
2025-07-09,Madhya Pradesh,Chhatarpur,3,2
2025-07-09,Madhya Pradesh,Chhindwara,2,4
2025-07-09,Madhya Pradesh,Damoh,0,1
2025-07-09,Madhya Pradesh,Datia,6,1
2025-07-09,Madhya Pradesh,Dewas,1,1
2025-07-09,Madhya Pradesh,Dhar,1,3
2025-07-09,Madhya Pradesh,Dindori,0,1
2025-07-09,Madhya Pradesh,East Nimar,0,2
2025-07-09,Madhya Pradesh,Guna,15,8
2025-07-09,Madhya Pradesh,Gwalior,2,1
2025-07-09,Madhya Pradesh,Hoshangabad,2,4
2025-07-09,Madhya Pradesh,Indore,43,47
2025-07-09,Madhya Pradesh,Jabalpur,8,2
2025-07-09,Madhya Pradesh,Jhabua,0,1
2025-07-09,Madhya Pradesh,Khandwa,1,0
2025-07-09,Madhya Pradesh,Khargone,0,2
2025-07-09,Madhya Pradesh,Mandla,1,0
2025-07-09,Madhya Pradesh,Mandsaur,9,16
2025-07-09,Madhya Pradesh,Mauganj,1,0
2025-07-09,Madhya Pradesh,Morena,1,0
2025-07-09,Madhya Pradesh,Narsinghpur,2,8
2025-07-09,Madhya Pradesh,Neemuch,2,0
2025-07-09,Madhya Pradesh,Panna,1,3
2025-07-09,Madhya Pradesh,Raisen,8,16
2025-07-09,Madhya Pradesh,Rajgarh,0,1
2025-07-09,Madhya Pradesh,Ratlam,1,0
2025-07-09,Madhya Pradesh,Rewa,47,23
2025-07-09,Madhya Pradesh,Sagar,33,21
2025-07-09,Madhya Pradesh,Satna,5,11
2025-07-09,Madhya Pradesh,Sehore,2,3
2025-07-09,Madhya Pradesh,Seoni,0,2
2025-07-09,Madhya Pradesh,Shahdol,1,1
2025-07-09,Madhya Pradesh,Shajapur,1,0
2025-07-09,Madhya Pradesh,Sheopur,4,11
2025-07-09,Madhya Pradesh,Shivpuri,17,14
2025-07-09,Madhya Pradesh,Sidhi,4,2
2025-07-09,Madhya Pradesh,Singrauli,1,0
2025-07-09,Madhya Pradesh,Tikamgarh,0,11
2025-07-09,Madhya Pradesh,Umaria,9,11
2025-07-09,Madhya Pradesh,Vidisha,1,1
2025-07-09,Maharashtra,Ahmadnagar,71,35
2025-07-09,Maharashtra,Akola,6,1
2025-07-09,Maharashtra,Amravati,18,36
2025-07-09,Maharashtra,Aurangabad,117,97
2025-07-09,Maharashtra,Beed,17,12
2025-07-09,Maharashtra,Bhandara,0,1
2025-07-09,Maharashtra,Bid,0,2
2025-07-09,Maharashtra,Buldhana,44,16
2025-07-09,Maharashtra,Chandrapur,3,4
2025-07-09,Maharashtra,Chatrapati Sambhaji Nagar,0,1
2025-07-09,Maharashtra,Chhatrapati Sambhajinagar,0,2
2025-07-09,Maharashtra,Dhule,7,10
2025-07-09,Maharashtra,Gondiya *,0,1
2025-07-09,Maharashtra,Hingoli,13,13
2025-07-09,Maharashtra,Jalgaon,23,28
2025-07-09,Maharashtra,Jalna,46,13
2025-07-09,Maharashtra,Kolhapur,147,56
2025-07-09,Maharashtra,Latur,36,25
2025-07-09,Maharashtra,Mumbai,50,125
2025-07-09,Maharashtra,Mumbai City,3,4
2025-07-09,Maharashtra,Mumbai Suburban,54,41
2025-07-09,Maharashtra,Mumbai( Sub Urban ),0,1
2025-07-09,Maharashtra,Nagpur,52,76
2025-07-09,Maharashtra,Nanded,37,40
2025-07-09,Maharashtra,Nandurbar,1,3
2025-07-09,Maharashtra,Nashik,82,69
2025-07-09,Maharashtra,Osmanabad,3,10
2025-07-09,Maharashtra,Palghar,25,15
2025-07-09,Maharashtra,Parbhani,41,9
